,house_type,price,Hydro,Water,Heat,smoke,outdor_space,air_conditioning,appliances,furnished,pet_friendly,parking,size_S/Q,wifi_more,Bathrooms,Bedrooms
676,Condo,"$3,300",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,1,898,['Not Included'],[' 2'],[' 2']
677,Apartment,"$1,720",No,Yes,No,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,886,['Internet'],[' 2'],[' 2']
678,Apartment,"$1,898",Not Included,Not Included,Not Included,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,554,['Not Included'],[' 1'],[' 1']
679,Apartment,"$2,250",No,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,1,766,['Not Included'],[' 1.5'],[' 2']
680,Condo,"$2,250",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,2,967,['Not Included'],[' 2'],[' 2']
681,Apartment,Please Contact,No,No,Yes,No,Not Included,No,"['Dishwasher', 'Fridge / Freezer']",No,Yes,0,655,['Not Included'],[' 1'],[' 1']
682,Apartment,"$1,795",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher']",No,Limited,0,Not Available,['Not Included'],[' 2'],[' 2']
683,Townhouse,"$1,075",Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher']",No,Yes,1,"1,088",['Not Included'],[' 1.5'],[' 2']
684,Apartment,"$2,800",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,800,['Internet'],[' 2'],[' 2']
685,House,"$1,400",No,Yes,No,No,Yard,Yes,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,1,"1,250",['Not Included'],[' 1'],[' 3']
686,Basement,"$1,600",Yes,Yes,Yes,No,Not Included,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,1,"1,000",['Not Included'],[' 1'],[' 2']
687,Apartment,"$1,300",Not Included,Not Included,Not Included,No,Not Included,No,['Laundry (In Unit)'],No,No,0,850,['Not Included'],[' 1'],[' 2']
688,Apartment,"$1,125",Yes,Yes,No,No,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Limited,0,203,['Not Included'],[' 1'],[' Bachelor/Studio']
689,Condo,"$2,175",No,Yes,No,No,Balcony,No,['Laundry (In Unit)'],No,No,1,600,['Not Included'],[' 1'],[' 1']
690,Apartment,"$1,495",Not Included,Not Included,Not Included,No,Balcony,No,"['Dishwasher', 'Fridge / Freezer']",No,No,0,Not Available,['Not Included'],[' 1'],[' 1']
691,Apartment,"$1,175",No,Yes,Yes,No,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,0,600,['Not Included'],[' 1'],[' 1']
692,Basement,"$1,000",Yes,Yes,Yes,No,Not Included,Yes,['Fridge / Freezer'],No,No,1,850,"['Cable / TV', 'Internet']",[' 1'],[' 1']
693,Apartment,"$1,700",No,Yes,No,No,Balcony,Yes,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,1,['Not Included'],[' 1'],[' 2']
694,Condo,"$1,900",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,634,['Not Included'],[' 1'],[' 1']
695,Condo,"$1,950",Yes,Yes,Yes,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,952,"['Cable / TV', 'Internet']",[' 2'],[' 2 + Den']
696,Condo,"$2,650",Not Included,Not Included,Not Included,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"1,200",['Not Included'],[' 2'],[' 3']
697,Basement,"$1,250",Yes,Yes,Yes,Outdoors only,Yard,No,['Laundry (In Building)'],No,Limited,1,700,['Internet'],[' 1'],[' 1 + Den']
698,Condo,"$2,650",No,Yes,No,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,0,700,['Not Included'],[' 1'],[' 2 + Den']
699,Apartment,"$1,700",No,Yes,Yes,No,Not Included,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,0,700,['Not Included'],[' 1'],[' 1']
700,Apartment,"$1,600",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,1,700,['Not Included'],[' 1'],[' 1']
701,Basement,$900,Yes,Yes,Yes,Outdoors only,Yard,No,['Laundry (In Unit)'],No,Limited,2,900,['Not Included'],[' 1'],[' 2']
702,House,"$1,350",Not Included,Not Included,Not Included,Outdoors only,Yard,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,3+,"1,250",['Not Included'],[' 1'],[' 3']
703,Duplex/Triplex,$700,Yes,Yes,Yes,Outdoors only,Not Included,No,['Fridge / Freezer'],No,No,1,300,['Not Included'],[' 1'],[' 1']
704,House,"$3,500",Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,3+,"1,370",['Not Included'],[' 1.5'],[' 4']
705,Condo,"$3,200",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,1,"1,109",['Not Included'],[' 2'],[' 2']
706,Townhouse,"$2,800",No,Yes,No,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,1,"1,150",['Not Included'],[' 1'],[' 3']
707,Apartment,"$1,650",No,Yes,Yes,No,Not Included,No,['Not Included'],No,Yes,0,Not Available,['Not Included'],[' 1'],[' 1']
708,Basement,"$1,650",Yes,No,Yes,Outdoors only,Not Included,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Yes,2,900,"['Cable / TV', 'Internet']",[' 1'],[' 2']
709,Basement,"$1,500",Yes,Yes,Yes,No,Yard,Yes,['Fridge / Freezer'],Yes,No,1,"1,000",['Internet'],[' 1'],[' 1']
710,Apartment,"$1,650",No,Yes,Yes,No,Not Included,No,['Not Included'],No,Yes,0,Not Available,['Not Included'],[' 1'],[' 1']
711,Apartment,"$1,600",No,Yes,Yes,No,Not Included,No,['Not Included'],No,Yes,0,Not Available,['Not Included'],[' 1'],[' 1']
712,Condo,"$2,995",Not Included,Not Included,Not Included,No,Balcony,No,['Laundry (In Unit)'],No,Yes,1,800,['Not Included'],[' 2'],[' 2']
713,Condo,"$2,550",No,Yes,No,No,Not Included,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,702,['Not Included'],[' 1'],[' 1 + Den']
714,Basement,"$1,150",No,Yes,Yes,Outdoors only,Not Included,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,625,['Not Included'],[' 1'],[' 1 + Den']
715,Apartment,"$2,085",Yes,Yes,Yes,No,Balcony,No,['Laundry (In Unit)'],No,No,1,808,['Internet'],[' 2'],[' 2']
716,Apartment,"$1,000",Yes,Yes,Yes,Outdoors only,Not Included,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Limited,1,700,['Not Included'],[' 1'],[' 2']
717,Duplex/Triplex,"$2,500",No,Yes,No,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,3+,"1,350",['Not Included'],[' 2'],[' 3']
718,Condo,"$2,350",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,988,['Not Included'],[' 2'],[' 2 + Den']
719,Basement,"$1,600",No,Yes,No,No,Not Included,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,0,580,['Not Included'],[' 1'],[' 2']
720,Apartment,$795,Yes,Yes,Yes,Yes,Not Included,No,['Laundry (In Building)'],Yes,Yes,3+,320,"['Cable / TV', 'Internet']",[' 1'],[' Bachelor/Studio']
721,Apartment,"$1,499",No,Yes,No,Outdoors only,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Limited,1,737,['Not Included'],[' 1'],[' 1']
722,Basement,"$1,100",Yes,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,No,0,500,['Internet'],[' 1'],[' 1']
723,Apartment,$995,Yes,Yes,Yes,No,Not Included,Yes,['Laundry (In Building)'],Yes,No,0,315,['Internet'],[' 1'],[' Bachelor/Studio']
724,Basement,"$1,400",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,850,"['Cable / TV', 'Internet']",[' 1'],[' 2']
725,Condo,"$2,100",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,1,865,['Not Included'],[' 2'],[' 2']
726,Apartment,"$1,250",No,Yes,No,No,Balcony,Yes,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,820,['Not Included'],[' 1'],[' 2']
727,Apartment,"$1,150",No,Yes,No,No,Balcony,Yes,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,710,['Not Included'],[' 1'],[' 1']
728,Apartment,$995,Not Included,Not Included,Not Included,No,Balcony,Yes,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,400,['Not Included'],[' 1'],[' Bachelor/Studio']
729,Apartment,"$1,150",Not Included,Not Included,Not Included,No,Balcony,Yes,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,500,['Not Included'],[' 1'],[' 1']
730,Apartment,"$1,200",Not Included,Not Included,Not Included,No,Balcony,Yes,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,650,['Not Included'],[' 1'],[' 1']
731,House,"$3,300",Not Included,Not Included,Not Included,Outdoors only,Yard,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,"2,200",['Not Included'],[' 2'],[' 4 + Den']
732,Apartment,"$2,300",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,0,900,['Not Included'],[' 1'],[' 2']
733,Apartment,"$1,650",Yes,No,No,No,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Limited,1,730,['Not Included'],[' 1'],[' 2']
734,Townhouse,"$1,750",Not Included,Not Included,Not Included,Outdoors only,Yard,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,2,610,['Not Included'],[' 1'],[' 1 + Den']
735,Condo,"$2,400",Yes,Yes,Yes,No,Not Included,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,600,"['Cable / TV', 'Internet']",[' 1'],[' 1']
736,Basement,Please Contact,Yes,Yes,Yes,No,Yard,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,"1,300",['Internet'],[' 1'],[' 2']
737,Basement,Please Contact,Yes,Yes,Yes,No,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,0,850,['Not Included'],[' 1'],[' 1']
738,Apartment,"$1,425",Not Included,Not Included,Not Included,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,0,Not Available,['Not Included'],[' 1'],[' Bachelor/Studio']
739,Apartment,"$1,675",No,Yes,No,Outdoors only,Not Included,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,Not Available,['Not Included'],[' 1'],[' 1']
740,Apartment,"$2,025",No,Yes,No,Outdoors only,Not Included,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,Not Available,['Not Included'],[' 1'],[' 2']
741,Apartment,"$2,149",No,Yes,No,Outdoors only,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,Not Available,['Not Included'],[' 1'],[' 2']
742,Apartment,"$1,625",Not Included,Not Included,Not Included,Outdoors only,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher']",No,No,0,Not Available,['Not Included'],[' 1'],[' 1']
743,Condo,"$3,250",Yes,Yes,Yes,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,Yes,1,"1,000","['Cable / TV', 'Internet']",[' 2'],[' 2']
744,Basement,"$1,500",Yes,Yes,Yes,No,Not Included,Yes,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,2,800,"['Cable / TV', 'Internet']",[' 1'],[' 2']
745,Basement,"$1,100",Yes,Yes,Yes,No,Not Included,No,"['Laundry (In Unit)', 'Fridge / Freezer']",Yes,No,2,"1,200","['Cable / TV', 'Internet']",[' 1'],[' 2']
746,Duplex/Triplex,"$1,200",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,"1,100",['Not Included'],[' 1'],[' 2']
747,Basement,"$2,000",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Yes,3+,"1,300",['Internet'],[' 2'],[' 3']
748,Duplex/Triplex,"$1,050",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Limited,1,950,['Not Included'],[' 1'],[' 2']
749,Apartment,"$1,824",No,Yes,No,Outdoors only,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,1,880,['Not Included'],[' 2'],[' 2']
750,Townhouse,"$1,800",Not Included,Not Included,Not Included,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Limited,2,"1,000",['Not Included'],[' 1'],[' 2 + Den']
751,House,"$4,200",Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,2,"2,250",['Not Included'],[' 3'],[' 3']
752,House,"$2,800",Yes,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"2,000",['Not Included'],[' 1'],[' 3']
753,Basement,"$1,150",Yes,Yes,Yes,Outdoors only,Not Included,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,1,"1,000",['Not Included'],[' 1'],[' 1']
754,Basement,"$1,500",Yes,Yes,Yes,Outdoors only,Yard,No,['Laundry (In Unit)'],No,No,1,800,['Not Included'],[' 1'],[' 2']
755,Basement,"$1,975",Not Included,Not Included,Not Included,No,Not Included,Yes,"['Laundry (In Unit)', 'Laundry (In Building)', 'Fridge / Freezer']",Yes,No,2,900,['Internet'],[' 1'],[' 2']
756,House,"$3,300",Not Included,Not Included,Not Included,No,Yard,Yes,['Laundry (In Unit)'],Yes,No,2,"2,500",['Not Included'],[' 3'],[' 4']
757,Duplex/Triplex,$850,Not Included,Not Included,Not Included,No,Yard,No,['Not Included'],No,No,0,"1,300",['Not Included'],[' 1'],[' 2 + Den']
758,Basement,"$1,400",Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Fridge / Freezer']",No,Limited,1,"1,100",['Not Included'],[' 1'],[' 2']
759,Duplex/Triplex,"$2,000",No,Yes,Yes,No,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,1,600,['Not Included'],[' 1'],[' 2']
760,Basement,"$1,600",Yes,Yes,Yes,Outdoors only,Yard,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,123,['Not Included'],[' 1'],[' 1 + Den']
761,Basement,"$1,700",No,Yes,Yes,No,Not Included,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,0,"1,400",['Internet'],[' 1'],[' 2']
762,Basement,"$1,650",Yes,Yes,Yes,No,Not Included,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Fridge / Freezer']",Yes,No,3+,"1,000",['Internet'],[' 1'],[' 3']
763,Apartment,"$1,800",Not Included,Not Included,Not Included,Outdoors only,Yard,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,2,"1,100",['Not Included'],[' 1'],[' 2']
764,House,Please Contact,No,Yes,No,No,Yard,Yes,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Limited,3+,1,['Not Included'],[' 2.5'],[' 3 + Den']
765,Condo,"$2,100",No,Yes,No,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,Limited,1,"1,394","['Cable / TV', 'Internet']",[' 2.5'],[' 2']
766,Apartment,"$2,145",No,Yes,No,Outdoors only,Balcony,Yes,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Yes,0,892,"['Cable / TV', 'Internet']",[' 2'],[' 2']
767,Apartment,"$1,499",No,Yes,No,Outdoors only,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Limited,1,737,['Not Included'],[' 1'],[' 1']
768,Condo,"$1,500",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,577,['Not Included'],[' 1'],[' 1']
769,Apartment,"$1,898",Not Included,Not Included,Not Included,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,554,['Not Included'],[' 1'],[' 1']
770,Condo,"$1,700",No,Yes,No,No,Not Included,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,454,['Not Included'],[' 1'],[' Bachelor/Studio']
771,Basement,"$1,750",Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,1,"1,200",['Not Included'],[' 1'],[' 2']
772,Apartment,$900,Not Included,Not Included,Not Included,Not Available,Not Included,Not Available,['Not Included'],No,No,Not Available,Not Available,['Not Included'],[' 1'],[' 2']
773,Apartment,$595,Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Limited,1,Not Available,['Not Included'],[' 1'],[' 1 + Den']
774,Apartment,"$2,900",No,Yes,Yes,No,Balcony,No,['Not Included'],No,Yes,0,775,['Not Included'],[' 1'],[' 2']
775,Duplex/Triplex,"$1,690",Yes,Yes,Yes,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,1,Not Available,['Not Included'],[' 1'],[' 2']
776,Duplex/Triplex,"$1,100",Not Included,Not Included,Not Included,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,1,Not Available,['Not Included'],[' 1'],[' 1']
777,Apartment,Please Contact,No,Yes,Yes,No,Not Included,No,['Laundry (In Building)'],Yes,Yes,0,507,['Not Included'],[' 1'],[' 1']
778,Apartment,"$2,850",No,Yes,Yes,No,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Yes,0,"1,125",['Not Included'],[' 1'],[' 1']
779,Basement,"$1,500",Not Included,Not Included,Not Included,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,1,Not Available,['Not Included'],[' 1'],[' 2']
780,Apartment,"$1,025",No,Yes,Yes,No,Balcony,Yes,['Fridge / Freezer'],No,Yes,0,430,['Not Included'],[' 1'],[' Bachelor/Studio']
781,Apartment,"$1,235",No,Yes,Yes,No,Balcony,Yes,['Fridge / Freezer'],No,Yes,0,750,['Not Included'],[' 1'],[' 1']
782,Apartment,"$1,025",No,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,Yes,0,475,['Not Included'],[' 1'],[' Bachelor/Studio']
783,Apartment,"$1,270",No,Yes,Yes,No,Balcony,Yes,['Fridge / Freezer'],No,Yes,0,740,['Not Included'],[' 1'],[' 1']
784,Apartment,"$1,480",No,Yes,Yes,No,Balcony,Yes,['Fridge / Freezer'],No,Yes,0,920,['Not Included'],[' 1'],[' 2']
785,Apartment,"$1,485",No,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,Yes,0,900,['Not Included'],[' 1'],[' 2']
786,Apartment,"$1,525",No,Yes,Yes,No,Balcony,Yes,['Fridge / Freezer'],No,Yes,0,950,['Not Included'],[' 1'],[' 2']
787,Apartment,"$1,025",No,Yes,Yes,No,Balcony,Yes,['Fridge / Freezer'],No,Yes,0,430,['Not Included'],[' 1'],[' Bachelor/Studio']
788,Apartment,"$1,580",No,Yes,No,No,Not Included,No,['Fridge / Freezer'],No,Yes,0,902,['Not Included'],[' 1'],[' 2']
789,Apartment,"$1,250",No,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,Yes,0,645,['Not Included'],[' 1'],[' 1']
790,Apartment,"$1,300",No,Yes,No,No,Not Included,No,['Fridge / Freezer'],No,Yes,0,714,['Not Included'],[' 1'],[' 1']
791,Apartment,"$2,600",No,Yes,Yes,No,Balcony,No,['Laundry (In Building)'],Yes,No,0,500,['Not Included'],[' 1'],[' 1']
792,House,$700,Not Included,Not Included,Not Included,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Yes,3+,700,['Not Included'],[' 1'],[' 2']
793,Basement,"$2,200",No,Yes,Yes,No,Balcony,No,['Laundry (In Unit)'],No,No,3+,"1,200",['Not Included'],[' 2'],[' 2 + Den']
794,Basement,"$1,198",Yes,Yes,Yes,Outdoors only,Not Included,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Fridge / Freezer']",No,Yes,2,"1,000",['Not Included'],[' 1'],[' 2']
795,Townhouse,"$1,000",No,Yes,No,No,Yard,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Fridge / Freezer']",No,No,2,"1,234",['Not Included'],[' 1.5'],[' 4']
796,House,$400,No,Yes,No,Yes,Yard,No,['Not Included'],No,Yes,1,"1,500",['Internet'],[' 1'],[' Bachelor/Studio']
797,Apartment,Please Contact,No,Yes,Yes,No,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,3+,"1,234",['Not Included'],[' 1'],[' 2']
798,House,"$2,600",No,Yes,No,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,2,"1,687",['Not Included'],[' 2'],[' 3']
799,Apartment,"$1,900",Not Included,Not Included,Not Included,Outdoors only,Balcony,No,['Laundry (In Unit)'],No,No,0,600,['Not Included'],[' 1'],[' 1']
800,Basement,"$1,675",Yes,Yes,Yes,Outdoors only,Yard,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",Yes,Limited,1,880,"['Cable / TV', 'Internet']",[' 1'],[' 1']
801,Condo,"$3,000",Yes,Yes,Yes,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,984,"['Cable / TV', 'Internet']",[' 2'],[' 2']
802,Condo,"$5,000",Yes,Yes,Yes,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,2,"2,200","['Cable / TV', 'Internet']",[' 3.5'],[' 3 + Den']
803,Basement,"$1,490",Yes,Yes,Yes,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,988,"['Cable / TV', 'Internet']",[' 1'],[' 2']
804,Condo,"$2,600",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,915,['Cable / TV'],[' 2'],[' 2']
805,House,"$3,800",Not Included,Not Included,Not Included,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,2,"1,500",['Not Included'],[' 2.5'],[' 4 + Den']
806,House,"$3,000",Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",Yes,Limited,2,"2,000",['Not Included'],[' 2'],[' 4 + Den']
807,House,"$2,200",Yes,Yes,Yes,No,Yard,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,2,"1,000",['Not Included'],[' 1'],[' 3']
808,House,"$2,300",Not Included,Not Included,Not Included,No,Balcony,Yes,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,2,"1,400",['Internet'],[' 1'],[' 3 + Den']
809,Basement,"$1,500",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,"1,000",['Cable / TV'],[' 1'],[' 2']
810,Apartment,"$2,250",No,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,1,766,['Not Included'],[' 1.5'],[' 2']
811,Townhouse,"$2,499",No,Yes,No,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"1,420",['Not Included'],[' 2.5'],[' 3']
812,Condo,"$1,500",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,577,['Not Included'],[' 1'],[' 1']
813,Basement,"$1,400",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,850,"['Cable / TV', 'Internet']",[' 1'],[' 2']
814,Condo,"$3,300",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,1,898,['Not Included'],[' 2'],[' 2']
815,Basement,"$1,500",Yes,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,No,0,"1,000",['Not Included'],[' 1'],[' 2']
816,House,"$1,950",No,Yes,No,No,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Yes,1,950,['Not Included'],[' 1'],[' 2']
817,House,"$3,500",Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,2,"1,600",['Not Included'],[' 2.5'],[' 4']
818,Basement,"$1,350",Yes,Yes,Yes,No,Yard,No,['Laundry (In Unit)'],No,Limited,2,700,['Internet'],[' 1'],[' 1']
819,Duplex/Triplex,"$2,500",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,Limited,2,"1,850","['Cable / TV', 'Internet']",[' 3'],[' 4']
820,Apartment,$900,Yes,Yes,Yes,Outdoors only,Not Included,No,['Fridge / Freezer'],Yes,Limited,1,200,"['Cable / TV', 'Internet']",[' 1'],[' 1']
821,Townhouse,"$2,000",Not Included,Not Included,Not Included,No,Yard,Yes,['Laundry (In Unit)'],Yes,No,2,"1,200",['Not Included'],[' 2'],[' 2']
822,Apartment,"$1,000",No,Yes,Yes,Outdoors only,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"1,000",['Cable / TV'],[' 1'],[' 2']
823,Apartment,$850,No,Yes,No,Outdoors only,Not Included,No,['Laundry (In Building)'],No,Limited,2,800,['Not Included'],[' 1'],[' 1']
824,Basement,"$1,400",Not Included,Not Included,Not Included,No,Not Included,No,"['Laundry (In Unit)', 'Fridge / Freezer']",Yes,Limited,1,"1,000",['Not Included'],[' 1'],[' 1']
